LOC_BLANK,BRANCH_COUNT,CALL_PAIRS,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_LENGTH,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MODIFIED_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,Defective
38,29,1,15,0.3,2,0.13,50,12,39,14.74,67.31,66759.69,189,3708.87,991.86,14,37,0.13,70,119,13,25,114,48,50,0
6,7,2,4,0.15,2,0.5,17,1,25,21.41,20,8562.11,96,475.67,428.11,0,15,0.1,40,56,11,11,42,26.47,27,0
0,3,1,2,0.33,2,1,6,1,6,11.86,8.67,890.92,27,49.5,102.8,0,6,0.29,13,14,6,8,7,0,6,0
8,11,2,6,0.19,4,0.67,23,5,32,34.06,15.11,7772.08,102,431.78,514.53,5,19,0.13,41,61,19,14,46,11.11,32,0
3,7,0,4,0.44,1,0.25,12,3,9,10.26,13,1734.69,32,96.37,133.44,3,10,0.29,13,19,6,12,14,0,9,0
6,3,1,2,0.2,1,0.5,6,1,10,19.46,11.79,2703,55,150.17,229.35,1,6,0.11,15,40,7,11,19,9.09,10,0
23,1,8,1,0.07,1,1,9,1,5,52.7,4.42,1030.06,49,57.23,232.99,0,10,0.02,21,28,19,8,54,70.59,14,0
4,5,2,3,0.21,3,1,10,1,14,23.96,9.69,2250.48,50,125.03,232.19,2,9,0.15,21,29,13,12,20,0,14,0
6,5,0,3,0.15,1,0.33,13,1,19,16.81,27.43,12644.93,118,702.5,461.01,2,12,0.1,48,70,7,8,30,13.64,20,0
0,3,1,2,0.29,1,0.5,6,1,7,20.44,6.86,961.25,33,53.4,140.18,0,6,0.22,8,25,7,12,9,0,7,0
1,3,1,2,0.2,2,1,7,1,10,28.04,7.27,1482.91,48,82.38,203.9,0,7,0.17,20,28,11,8,12,0,10,0
12,27,1,15,0.41,6,0.4,57,10,34,39.17,59.96,140810.71,396,7822.82,2348.57,0,44,0.26,151,245,34,27,57,22.73,37,0
3,3,0,2,0.25,1,0.5,6,1,8,10.38,9.9,1017.71,27,56.54,102.8,1,6,0.15,11,16,5,9,13,0,8,0
0,1,0,1,0.25,1,1,1,1,4,16.5,4,264,22,14.67,66,0,2,0.17,8,14,4,4,6,0,4,0
1,3,0,2,0.25,1,0.5,6,1,8,18.88,36.9,25706.76,164,1428.15,696.66,1,6,0.15,82,82,10,9,13,0,8,0
21,19,3,10,0.2,5,0.5,39,3,44,24.34,46.75,53191.17,211,2955.06,1137.78,9,31,0.12,85,126,20,22,83,26.67,50,0
20,1,4,1,0.1,1,1,5,1,4,32.9,2.78,253.82,24,14.1,91.38,0,6,0.02,10,14,9,5,63,66.67,10,0
2,1,1,1,0.25,1,1,2,1,4,15.5,4.5,313.92,21,17.44,69.76,0,3,0.13,6,15,4,6,8,0,4,0
1,3,0,2,0.29,1,0.5,7,1,7,12.05,11.9,1706.44,40,94.8,143.4,1,7,0.2,17,23,5,7,10,0,7,0
7,1,2,1,0.11,1,1,4,1,9,28.4,5.73,931.41,39,51.74,162.63,0,5,0.04,18,21,11,7,27,50,9,0
0,1,1,1,0.5,1,1,3,1,2,13.2,7.5,742.43,26,41.25,98.99,0,4,0.2,6,20,4,10,5,0,2,0
1,5,0,3,0.3,1,0.33,12,1,10,12.81,10.93,1530,35,85,140,0,11,0.25,17,18,7,9,12,0,10,0
4,5,1,3,0.3,2,0.67,11,1,5,13.59,16.25,3589.5,52,199.42,220.89,2,10,0.17,15,37,6,13,18,58.33,10,0
7,3,2,2,0.17,2,1,8,1,9,18.89,9.82,1820.94,41,101.16,185.47,1,8,0.09,18,23,11,12,23,35.71,12,1
8,3,3,2,0.13,1,0.5,8,1,11,30.01,11.76,4154.21,70,230.79,353.11,1,8,0.07,25,45,17,16,29,42.11,15,0
6,3,0,2,0.22,1,0.5,6,1,9,13.67,8,875.14,28,48.62,109.39,1,6,0.1,8,20,5,10,21,30.77,9,0
15,19,2,10,0.24,3,0.3,38,6,19,15.64,64.91,65882.72,203,3660.15,1015,9,30,0.13,68,135,11,21,76,67.8,41,1
4,3,1,2,0.13,1,0.5,6,1,15,21.82,10.68,2487.99,49,138.22,232.99,0,6,0.04,23,26,14,13,57,71.15,15,0
0,3,0,2,1,1,0.5,6,1,0,0,0,0,0,0,0,0,6,0.22,0,0,0,0,9,0,0,0
1,1,0,1,0.33,1,1,1,1,2,9.05,2,36.19,7,2,18.09,0,2,0.17,2,5,2,4,6,33.33,3,0
10,9,2,5,0.28,3,0.6,17,5,17,21.77,20.31,8977.55,91,498.75,442.08,4,14,0.14,33,58,13,16,36,29.17,18,0
4,1,3,1,0.14,1,1,5,1,7,24.22,5,605.57,31,33.64,121.11,0,6,0.05,15,16,9,6,19,46.15,7,0
9,7,3,4,0.15,4,1,16,1,26,23.42,21.94,11272.23,101,626.23,513.83,3,14,0.09,39,62,16,18,43,18.75,27,1
5,1,0,1,0.13,1,1,1,1,8,10.92,9,884.41,31,49.13,98.27,0,2,0.07,9,22,3,6,15,0,8,0
1,13,3,7,0.35,6,0.86,32,1,20,32.91,21.85,15707.85,137,872.66,718.97,0,27,0.3,67,70,23,15,23,0,20,0
2,1,0,1,0.17,1,1,1,1,3,17.58,6,632.92,27,35.16,105.49,0,2,0.1,8,19,6,9,10,50,6,1
0,3,0,2,0.4,1,0.5,5,1,5,16.21,4.2,286.08,19,15.89,68.11,0,5,0.33,6,13,5,7,6,0,5,0
10,5,10,3,0.08,2,0.67,21,1,35,52.91,18.67,18434.83,182,1024.16,987.58,2,20,0.06,63,119,27,16,53,14.63,37,0
1,11,2,6,0.5,5,0.83,26,1,12,17.37,17.5,5320,76,295.56,304,0,22,0.32,21,55,6,10,19,0,12,0
4,7,3,4,0.27,4,1,14,1,15,24.61,11.25,3115.18,57,173.07,276.9,3,12,0.18,21,36,14,15,22,6.25,15,0
0,3,2,2,1,2,1,7,1,0,0,0,0,0,0,0,0,7,0.18,0,0,0,0,11,0,0,0
6,5,1,3,0.27,2,0.67,9,3,11,19.95,9.55,1817.44,41,100.97,190.4,2,8,0.15,15,26,11,14,20,8.33,11,0
2,11,1,6,0.67,3,0.5,23,3,9,9.17,25,5733.65,55,318.54,229.35,0,19,0.5,25,30,6,12,12,0,9,0
6,5,1,3,0.19,2,0.67,10,1,15,16.6,11.38,2148.39,43,119.36,188.87,2,9,0.1,14,29,8,13,29,28.57,16,1
2,1,1,1,0.5,1,1,2,1,2,14.99,3,134.92,13,7.5,44.97,0,3,0.2,5,8,5,6,5,0,2,0
5,1,2,1,0.17,1,1,3,1,6,19.22,6.19,735.95,28,40.89,118.94,0,4,0.07,9,19,8,11,14,14.29,6,0
2,5,2,3,0.5,2,0.67,11,1,6,18.13,7.5,1020,34,56.67,136,0,10,0.21,9,25,6,10,14,0,6,0
39,69,1,35,0.29,2,0.06,123,3,95,32.04,79.2,200997.63,452,11166.53,2537.85,34,90,0.17,165,287,25,24,205,42.07,120,0
0,1,2,1,0.2,1,1,3,1,5,18.28,5,456.88,24,25.38,91.38,0,4,0.14,10,14,7,7,7,0,5,0
16,108,18,56,0.41,42,0.75,241,42,129,65.73,84.55,469829.8,842,26101.66,5557.13,0,187,0.35,360,482,66,31,161,10.42,135,0
3,1,0,1,0.25,1,1,1,1,3,11.58,2.67,82.35,11,4.57,30.88,0,2,0.1,4,7,3,4,10,25,4,1
5,1,1,1,0.14,1,1,2,1,7,18.52,6.75,843.89,32,46.88,125.02,0,3,0.07,9,23,6,9,15,12.5,7,0
31,7,4,4,0.14,3,0.75,16,3,21,30.02,21.27,13585.43,120,754.75,638.63,3,14,0.05,52,68,22,18,84,59.62,29,0
9,1,0,1,0.05,1,1,1,1,15,39.41,17,11388.28,155,632.68,669.9,0,2,0.03,51,104,12,8,34,34.78,19,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
6,1,1,1,0.5,1,1,2,1,1,9.83,2,39.3,7,2.18,19.65,0,3,0.1,3,4,3,4,10,50,2,0
3,1,1,1,0.14,1,1,2,1,7,18.28,5,456.88,24,25.38,91.38,0,3,0.08,10,14,7,7,12,0,7,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
1,3,1,2,1,2,1,7,1,2,5.33,1.5,12,4,0.67,8,0,7,0.4,1,3,1,3,5,0,2,0
7,19,1,10,0.22,6,0.6,41,1,46,29.4,30.64,27606.4,194,1533.69,900.91,9,33,0.17,78,116,14,11,59,8,46,0
11,23,1,12,0.31,2,0.17,48,1,34,27.19,44.24,53214.67,210,2956.37,1202.86,11,38,0.2,79,131,25,28,60,27.66,39,0
3,1,2,1,0.1,1,1,6,1,10,34.26,3.82,499.41,32,27.75,130.8,0,7,0.07,14,18,11,6,14,0,10,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
24,9,2,5,0.22,3,0.6,17,1,18,15.77,32.31,16460.25,101,914.46,509.48,4,14,0.08,42,59,13,20,63,52.63,23,0
4,1,1,1,0.17,1,1,2,1,5,13.88,5.6,435.17,21,24.18,77.71,0,3,0.08,7,14,5,8,13,28.57,6,1
3,3,2,2,0.25,2,1,6,1,8,20.15,6,725.57,29,40.31,120.93,1,6,0.15,12,17,9,9,13,0,8,0
19,27,3,14,0.44,5,0.36,40,6,29,24.53,33.19,27014.43,160,1500.8,813.99,13,28,0.2,59,101,16,18,70,40.82,32,0
7,7,0,4,0.21,1,0.25,13,3,18,19.14,14,3750.95,57,208.39,267.93,3,11,0.13,24,33,12,14,31,18.18,19,0
0,9,0,5,0.83,1,0.2,13,5,6,18.02,6.29,712.17,29,39.57,113.3,0,10,0.71,11,18,7,8,7,0,6,0
13,5,3,3,0.18,2,0.67,16,1,17,30.55,13.33,5430.29,83,301.68,407.27,2,15,0.08,40,43,18,12,38,26.09,17,0
4,3,0,2,0.33,1,0.5,6,1,5,10.88,5.6,341.29,17,18.96,60.94,1,6,0.17,8,9,5,7,12,16.67,6,0
5,1,3,1,0.1,1,1,4,1,10,31.98,5,799.56,37,44.42,159.91,0,5,0.03,15,22,12,8,38,0,10,0
14,6,4,4,0.13,4,1,15,1,29,29.51,15,6639.14,87,368.84,442.61,1,13,0.08,30,57,17,17,51,17.14,31,1
0,3,0,2,0.5,1,0.5,5,1,4,3.4,22.5,1719.1,23,95.51,76.4,1,5,0.33,5,18,1,9,6,0,4,0
13,3,6,2,0.11,2,1,13,1,19,41.39,9.75,3934.63,80,218.59,403.55,1,13,0.05,39,41,22,11,40,24,19,0
1,7,3,4,0.36,2,0.5,14,3,11,24.22,12.71,3909.7,61,217.21,307.71,0,12,0.31,27,34,17,16,13,0,11,0
13,1,1,1,0.09,1,1,2,1,10,30.05,9.31,2603.2,61,144.62,279.68,0,3,0.03,22,39,13,11,34,50,11,0
2,7,0,4,0.5,1,0.25,13,4,8,7.5,12,1079.34,26,59.96,89.95,0,11,0.33,9,17,3,8,12,0,8,0
1,5,1,3,0.23,2,0.67,10,1,13,17.72,8.91,1406.67,34,78.15,157.89,1,9,0.19,14,20,11,14,16,0,13,0
9,7,2,4,0.25,3,0.75,13,3,16,23.57,16.39,6334.65,78,351.92,386.43,3,11,0.13,27,51,14,17,30,15.79,16,0
3,5,1,3,0.27,2,0.67,8,1,10,22.99,4.44,454.16,25,25.23,102.19,2,7,0.19,10,15,9,8,16,9.09,11,1
6,1,1,1,0.1,1,1,2,1,10,21.06,8.36,1470.86,44,81.71,176,0,3,0.05,13,31,7,9,19,9.09,10,0
10,49,12,25,0.18,22,0.88,135,19,139,81.59,55.46,250956.7,706,13942.04,4525.03,0,112,0.16,299,407,62,23,156,4.14,141,0
4,3,2,2,0.18,1,0.5,8,1,8,18.7,10.18,1938.6,41,107.7,190.4,1,8,0.1,16,25,11,14,21,27.27,11,0
6,3,2,1,0.07,1,1,12,1,13,19.86,21,8756.84,100,486.49,416.99,1,12,0.04,42,58,9,9,23,13.33,14,0
2,1,1,1,0.14,1,1,2,1,7,13.3,6.4,544.7,23,30.26,85.11,0,3,0.09,8,15,5,8,11,0,7,0
16,22,4,15,0.25,13,0.87,45,1,42,31.75,72.5,166891.74,400,9271.76,2301.96,6,32,0.18,125,275,25,29,85,37.31,60,0
1,7,2,4,0.4,3,0.75,16,1,10,17.72,10.83,2080,48,115.56,192,0,14,0.31,13,35,6,10,13,0,10,0
12,3,8,2,0.11,2,1,14,1,19,35.49,9.58,3256.84,68,180.94,340,1,14,0.05,28,40,19,13,39,24,19,0
0,1,0,1,1,1,1,1,1,0,0,0,0,2,0,2,0,2,1,0,2,0,2,1,0,0,0
8,9,0,5,0.42,1,0.2,13,5,12,12.68,22.22,6261.4,58,347.86,281.76,0,10,0.16,20,38,9,20,32,45.45,12,0
4,1,1,1,0.25,1,1,2,1,4,17.25,6.29,681.48,26,37.86,108.42,0,3,0.09,8,18,7,11,11,20,4,0
