numberOfNonTrivialBugsFoundUntil:,CvsEntropy,ck_oo_wmc,CvsLogEntropy,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,ck_oo_lcom,ck_oo_rfc,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,WCHU_cbo,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,class
4,8.68041,23,9.31877,4,106,17,1,5,136,68,9,2.04,4,3,1,3.03,4.06,10,21,17,1
8,20.1023,9,9.76123,5,61,7,1,2,21,26,7,7.6,2,16,2,10.23,0,25,0,6,1
0,0,5,0,3,34,5,1,1,10,18,4,0,1,0,1,0,0,1,0,3,1
1,0.891381,18,8.95641,3,59,6,2,7,15,25,9,0,0,2,0,0,0,3,23,5,1
6,8.02984,14,9.31724,5,60,9,1,2,36,29,7,2.03,11,10,6,4.05,6.18,12,0,8,1
4,5.94514,46,9.22122,2,92,16,1,0,120,40,2,0,8,5,8,1.02,2.04,7,18,16,1
6,11.771,1,9.44456,0,3,1,3,0,0,1,0,2.16,0,9,0,2.07,4.06,12,29,1,1
2,0,34,0,4,144,8,1,1,28,50,4,0,2,0,0,0,0,3,15,8,1
3,4.88878,41,9.22338,3,102,7,1,9,21,44,12,0,0,4,0,3.03,1.01,8,9,4,1
0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,1,9,0,1
4,10.6992,61,9.3783,6,326,36,1,6,630,108,12,1.04,7,4,6,1.01,0,12,0,20,1
3,6.26636,14,0.211651,3,77,6,1,1,15,32,4,0,2,5,1,0,0,9,0,4,1
50,34.8871,79,10.1525,28,728,28,2,2,378,233,30,16.91,22,56,22,13.19,2.09,109,2,15,0
0,0,15,0,1,56,8,1,2,28,23,3,0,0,1,0,3.03,2.02,1,9,8,1
0,0,16,0,3,60,16,2,8,120,34,11,0,4,1,0,0,0,1,41,2,1
2,6.1139,5,9.24272,0,15,5,2,4,10,5,4,0,3,4,3,0,2.04,4,22,5,1
2,5.8901,10,9.24729,2,34,3,1,2,3,13,4,2.05,2,3,1,0,2.02,5,9,3,1
7,1.49003,13,0.121386,3,45,6,1,9,15,15,12,3.05,4,0,4,4.06,0,8,9,6,1
2,7.29292,10,9.25671,1,42,4,1,2,6,10,3,0,2,3,2,1.01,0,5,0,3,1
